182.353, 129.578, 8.333, 20.714 False
182.075, 129.580, 8.333, 20.747 False
181.797, 129.583, 8.333, 20.780 False
181.520, 129.586, 8.333, 20.813 False
181.242, 129.588, 8.333, 20.846 False
180.964, 129.590, 8.333, 20.879 False
180.686, 129.593, 8.333, 20.912 False
180.409, 129.595, 8.333, 20.945 False
180.131, 129.597, 8.333, 20.978 False
179.853, 129.600, 8.333, 21.011 False
179.575, 129.602, 8.333, 21.044 False
179.297, 129.604, 8.333, 21.077 False
179.020, 129.606, 8.333, 21.110 False
178.742, 129.608, 8.333, 21.143 False
178.464, 129.610, 8.333, 21.176 False
178.186, 129.612, 8.333, 21.209 False
177.909, 129.614, 8.333, 21.242 False
177.631, 129.616, 8.333, 21.275 False
177.353, 129.618, 8.333, 21.308 False
177.075, 129.619, 8.333, 21.341 False
176.797, 129.621, 8.333, 21.374 False
176.520, 129.623, 8.333, 21.407 False
176.242, 129.624, 8.333, 21.440 False
175.964, 129.626, 8.333, 21.473 False
175.686, 129.628, 8.333, 21.506 False
175.409, 129.629, 8.333, 21.539 False
175.131, 129.630, 8.333, 21.572 False
174.853, 129.632, 8.333, 21.605 False
174.575, 129.633, 8.333, 21.638 False
174.298, 129.634, 8.333, 21.671 False
174.020, 129.636, 8.333, 21.704 False
173.742, 129.637, 8.333, 21.737 False
173.464, 129.638, 8.333, 21.770 False
173.186, 129.639, 8.333, 21.803 False
172.909, 129.640, 8.333, 21.836 False
172.631, 129.641, 8.333, 21.869 False
172.353, 129.642, 8.333, 21.902 False
172.075, 129.643, 8.333, 21.935 False
